year,id,name,income,pop,state_inc_tax,local_inc_tax
2011,51000,Virginia,385984453,8107628,9759043,0
2012,51000,Virginia,404179743,8196915,10177338,0
2013,51000,Virginia,401684271,8269638,10959689,0
2014,51000,Virginia,419329599,8333578,11225280,0
2015,51000,Virginia,438272757,8389864,12164373,0
2016,51000,Virginia,449830106,8444688,12554257,0
2017,51000,Virginia,467437651,8502578,13344505,0
2018,51000,Virginia,484936827,8547016,13970584,0
2019,51000,Virginia,502600783,8597339,15737632,0
2020,51000,Virginia,532256216,8632044,16962444,0
1948,53000,Washington,3783865,2255000,0,0
1949,53000,Washington,3799685,2294000,0,0
1950,53000,Washington,4289886,2387000,0,0
1951,53000,Washington,4740105,2424000,0,0
1952,53000,Washington,5051176,2448000,0,0
1953,53000,Washington,5346535,2466000,0,0
1954,53000,Washington,5492684,2516000,0,0
1955,53000,Washington,5785050,2604000,0,0
1956,53000,Washington,6075995,2668000,0,0
1957,53000,Washington,6459291,2724000,0,0
1958,53000,Washington,6588310,2773000,0,0
1959,53000,Washington,6994768,2821000,0,0
1960,53000,Washington,7247987,2855000,0,0
1961,53000,Washington,7609329,2882000,0,0
1962,53000,Washington,8203071,2942000,0,0
1963,53000,Washington,8393935,2955000,0,0
1964,53000,Washington,8787343,2961000,0,0
1965,53000,Washington,9465122,2967000,0,0
1966,53000,Washington,10693342,3057000,0,0
1967,53000,Washington,11710427,3174000,0,0
1968,53000,Washington,13034813,3270000,0,0
1969,53000,Washington,14235772,3343000,0,0
1970,53000,Washington,15036667,3417362,0,0
1971,53000,Washington,15838561,3446958,0,0
1972,53000,Washington,17079016,3446815,0,0
1973,53000,Washington,19236035,3477227,0,0
1974,53000,Washington,21826702,3547877,0,0
1975,53000,Washington,24719584,3618824,0,0
1976,53000,Washington,27398764,3690561,0,0
1977,53000,Washington,30411983,3772360,0,0
1978,53000,Washington,35366608,3886191,0,0
1979,53000,Washington,40755502,4012831,0,0
1980,53000,Washington,46241935,4154678,0,0
1981,53000,Washington,51391260,4235728,0,0
1982,53000,Washington,54606379,4276551,0,0
1983,53000,Washington,58281463,4300269,0,0
1984,53000,Washington,62431081,4343657,0,0
1985,53000,Washington,66376252,4400096,0,0
1986,53000,Washington,70875837,4452724,0,0
1987,53000,Washington,75031208,4531903,0,0
1988,53000,Washington,81724088,4639894,0,0
1989,53000,Washington,90313168,4746315,0,0
1990,53000,Washington,99151181,4903043,0,0
1991,53000,Washington,106188886,5025624,0,0
1992,53000,Washington,114759017,5160757,0,0
1993,53000,Washington,120676876,5278842,0,0
1994,53000,Washington,126855369,5375161,0,0
1995,53000,Washington,134146303,5481027,0,0
1996,53000,Washington,144246155,5569753,0,0
1997,53000,Washington,155513933,5674747,0,0
1998,53000,Washington,170274853,5769562,0,0
1999,53000,Washington,180875799,5842564,0,0
2000,53000,Washington,193410020,5910512,0,0
2001,53000,Washington,198030996,5985722,0,0
2002,53000,Washington,201013586,6052349,0,0
2003,53000,Washington,209084894,6104115,0,0
2004,53000,Washington,224764687,6178645,0,0
2005,53000,Washington,233923199,6257305,0,0
2006,53000,Washington,255002627,6370753,0,0
2007,53000,Washington,276678424,6461587,0,0
2008,53000,Washington,290319382,6562231,0,0
2009,53000,Washington,277305285,6667426,0,0
2010,53000,Washington,285579891,6743597,0,0
2011,53000,Washington,302075863,6830460,0,0
2012,53000,Washington,326698847,6904030,0,0
2013,53000,Washington,333763661,6974173,0,0
2014,53000,Washington,359690641,7068026,0,0
2015,53000,Washington,381158080,7180454,0,0
2016,53000,Washington,401774275,7315935,0,0
2017,53000,Washington,426283489,7446807,0,0
2018,53000,Washington,454257001,7548537,0,0
2019,53000,Washington,479840878,7638689,0,0
2020,53000,Washington,516441099,7718785,0,0
1948,54000,West Virginia,2099076,1899000,3,0
1949,54000,West Virginia,1960368,1930000,0,0
1950,54000,West Virginia,2107352,2006000,0,0
1951,54000,West Virginia,2339089,1984000,0,0
1952,54000,West Virginia,2435304,1957000,0,0
1953,54000,West Virginia,2455938,1929000,0,0
1954,54000,West Virginia,2329404,1905000,0,0
1955,54000,West Virginia,2477009,1880000,0,0
1956,54000,West Virginia,2744790,1857000,0,0
1957,54000,West Virginia,2942471,1843000,0,0
1958,54000,West Virginia,2927951,1845000,0,0
1959,54000,West Virginia,3028703,1855000,0,0
1960,54000,West Virginia,3075721,1853000,429,0
1961,54000,West Virginia,3117232,1828000,10737,0
1962,54000,West Virginia,3255646,1809000,17979,0
1963,54000,West Virginia,3400126,1796000,18120,0
1964,54000,West Virginia,3628098,1797000,20979,0
1965,54000,West Virginia,3877820,1786000,22065,0
1966,54000,West Virginia,4115264,1775000,25793,0
1967,54000,West Virginia,4360551,1769000,27828,0
1968,54000,West Virginia,4622812,1763000,32913,0
1969,54000,West Virginia,4944141,1746000,32635,0
1970,54000,West Virginia,5511837,1746629,37979,0
1971,54000,West Virginia,6051556,1770252,74209,0
1972,54000,West Virginia,6700698,1796910,93311,0
1973,54000,West Virginia,7333218,1805293,93789,0
1974,54000,West Virginia,8128736,1814048,97034,0
1975,54000,West Virginia,9186126,1840548,129266,0
1976,54000,West Virginia,10241128,1877440,151419,0
1977,54000,West Virginia,11457287,1905628,178759,0
1978,54000,West Virginia,12752672,1920342,202067,0
1979,54000,West Virginia,14222561,1939062,233233,0
1980,54000,West Virginia,15632663,1951349,263748,0
1981,54000,West Virginia,17051166,1954125,284537,0
1982,54000,West Virginia,18069361,1949605,309545,0
1983,54000,West Virginia,18550227,1945058,361075,0
1984,54000,West Virginia,19940683,1927696,427583,0
1985,54000,West Virginia,20765614,1906831,414923,0
1986,54000,West Virginia,21261444,1882352,446111,0
1987,54000,West Virginia,21785013,1857583,441431,0
1988,54000,West Virginia,23237559,1830213,438583,0
1989,54000,West Virginia,24600986,1806570,500046,0
1990,54000,West Virginia,26186226,1792548,536924,0
1991,54000,West Virginia,27308245,1798735,591695,0
1992,54000,West Virginia,29404386,1806451,623298,0
1993,54000,West Virginia,30498832,1817539,646985,0
1994,54000,West Virginia,31820522,1820421,712692,0
1995,54000,West Virginia,32894704,1823700,730168,0
1996,54000,West Virginia,34208841,1822808,758378,0
1997,54000,West Virginia,35630179,1819113,816882,0
1998,54000,West Virginia,37123018,1815609,877284,0
1999,54000,West Virginia,38114073,1811799,947806,0
2000,54000,West Virginia,40327673,1807021,1011077,0
2001,54000,West Virginia,42791913,1801481,1024028,0
2002,54000,West Virginia,44263425,1805414,1044314,0
2003,54000,West Virginia,44986864,1812295,1034516,0
2004,54000,West Virginia,46658446,1816438,1062398,0
2005,54000,West Virginia,49118578,1820492,1208713,0
2006,54000,West Virginia,52467619,1827912,1317668,0
2007,54000,West Virginia,54490757,1834052,1412460,0
2008,54000,West Virginia,58167097,1840310,1553028,0
2009,54000,West Virginia,58608638,1847775,1526419,0
2010,54000,West Virginia,60753800,1854409,1545715,0
2011,54000,West Virginia,64227278,1857326,1691002,0
2012,54000,West Virginia,65898534,1858745,1711738,0
2013,54000,West Virginia,65572756,1856642,1794737,0
2014,54000,West Virginia,67764369,1853014,1824555,0
2015,54000,West Virginia,69178579,1846341,1903701,0
2016,54000,West Virginia,68630112,1835998,1816594,0
2017,54000,West Virginia,71397573,1822785,1849670,0
2018,54000,West Virginia,74777877,1810588,1951288,0
2019,54000,West Virginia,76299460,1800430,2131149,0
2020,54000,West Virginia,80304051,1789798,2203287,0
1948,55000,Wisconsin,4759631,3314000,37190,0
1949,55000,Wisconsin,4716779,3391000,44001,0
1950,55000,Wisconsin,5209006,3438000,49079,0
1951,55000,Wisconsin,6016935,3439000,56326,0
1952,55000,Wisconsin,6293843,3469000,60482,0
1953,55000,Wisconsin,6485623,3506000,66579,0
1954,55000,Wisconsin,6443598,3608000,71711,0
1955,55000,Wisconsin,6955693,3679000,84318,0
1956,55000,Wisconsin,7511678,3742000,102454,0
1957,55000,Wisconsin,7876930,3791000,112231,0
1958,55000,Wisconsin,8026604,3843000,115168,0
1959,55000,Wisconsin,8702716,3891000,129670,0
1960,55000,Wisconsin,8994258,3962000,141247,0
1961,55000,Wisconsin,9282390,4009000,142084,0
1962,55000,Wisconsin,9809653,4049000,169677,0
1963,55000,Wisconsin,10135245,4112000,194946,0
1964,55000,Wisconsin,10909438,4165000,249889,0
1965,55000,Wisconsin,11798392,4232000,279774,0
1966,55000,Wisconsin,12888422,4274000,343907,0
1967,55000,Wisconsin,13602249,4303000,408307,0
1968,55000,Wisconsin,14896301,4345000,383686,0
1969,55000,Wisconsin,16424603,4378000,491440,0
1970,55000,Wisconsin,17648753,4425944,500010,0
1971,55000,Wisconsin,18959244,4459968,531161,0
1972,55000,Wisconsin,20731568,4498433,623788,0
1973,55000,Wisconsin,23157827,4518461,765788,0
1974,55000,Wisconsin,25436474,4538173,836662,0
1975,55000,Wisconsin,27871968,4569616,935320,0
1976,55000,Wisconsin,30609129,4584688,1018280,0
1977,55000,Wisconsin,34210389,4613299,1207909,0
1978,55000,Wisconsin,38209862,4631944,1412568,0
1979,55000,Wisconsin,42797607,4665911,1376356,0
1980,55000,Wisconsin,47281994,4712045,1508419,0
1981,55000,Wisconsin,51613356,4726345,1687795,0
1982,55000,Wisconsin,54462321,4728862,1728980,0
1983,55000,Wisconsin,57196715,4721438,1839006,0
1984,55000,Wisconsin,62913160,4735571,2185837,0
1985,55000,Wisconsin,66276653,4747765,2067590,0
1986,55000,Wisconsin,69916780,4755625,2268487,0
1987,55000,Wisconsin,73793678,4777923,2296669,0
1988,55000,Wisconsin,78456347,4822391,2359067,0
1989,55000,Wisconsin,85533880,4856568,2625718,0
1990,55000,Wisconsin,90431226,4904562,2777650,0
1991,55000,Wisconsin,94002441,4964343,3025300,0
1992,55000,Wisconsin,101407734,5025398,3304057,0
1993,55000,Wisconsin,106713903,5084889,3558407,0
1994,55000,Wisconsin,113394413,5133678,3729962,0
1995,55000,Wisconsin,119327068,5184836,4052586,0
1996,55000,Wisconsin,126196708,5229986,4341519,0
1997,55000,Wisconsin,133915177,5266213,4715807,0
1998,55000,Wisconsin,143202039,5297672,5148410,0
1999,55000,Wisconsin,148959188,5332666,5312788,0
2000,55000,Wisconsin,158832306,5373999,5251642,0
2001,55000,Wisconsin,166751573,5406835,5201990,0
2002,55000,Wisconsin,171113439,5445162,4883982,0
2003,55000,Wisconsin,176142717,5479203,5046447,0
2004,55000,Wisconsin,184301578,5514026,5346334,0
2005,55000,Wisconsin,191047148,5546166,5620822,0
2006,55000,Wisconsin,202681226,5577655,5999811,0
2007,55000,Wisconsin,212179238,5610775,6263966,0
2008,55000,Wisconsin,220311550,5640996,6835272,0
2009,55000,Wisconsin,216466285,5669264,6215267,0
2010,55000,Wisconsin,222982662,5691995,5925862,0
2011,55000,Wisconsin,235433754,5713164,6519371,0
2012,55000,Wisconsin,246242279,5734069,6742521,0
2013,55000,Wisconsin,247847355,5757204,7055812,0
2014,55000,Wisconsin,258347784,5778371,6830530,0
2015,55000,Wisconsin,269703881,5794088,7334277,0
2016,55000,Wisconsin,274374657,5812379,7584522,0
2017,55000,Wisconsin,284474755,5836461,7834146,0
2018,55000,Wisconsin,297730128,5858766,8153058,0
2019,55000,Wisconsin,308224378,5880193,9101584,0
2020,55000,Wisconsin,324251976,5892323,9630497,0
1948,56000,Wyoming,439771,269000,0,0
1949,56000,Wyoming,471336,277000,0,0
1950,56000,Wyoming,519601,290000,0,0
1951,56000,Wyoming,588624,291000,0,0
1952,56000,Wyoming,582012,293000,0,0
1953,56000,Wyoming,581533,290000,0,0
1954,56000,Wyoming,567052,293000,0,0
1955,56000,Wyoming,615869,307000,0,0
1956,56000,Wyoming,660019,312000,0,0
1957,56000,Wyoming,701350,314000,0,0
1958,56000,Wyoming,711112,315000,0,0
1959,56000,Wyoming,752484,320000,0,0
1960,56000,Wyoming,788538,331000,0,0
1961,56000,Wyoming,829274,337000,0,0
1962,56000,Wyoming,858977,333000,0,0
1963,56000,Wyoming,878880,336000,0,0
1964,56000,Wyoming,906298,339000,0,0
1965,56000,Wyoming,935631,332000,0,0
1966,56000,Wyoming,958333,323000,0,0
1967,56000,Wyoming,1025405,322000,0,0
1968,56000,Wyoming,1093646,324000,0,0
1969,56000,Wyoming,1218567,329000,0,0
1970,56000,Wyoming,1347928,333795,0,0
1971,56000,Wyoming,1497541,340023,0,0
1972,56000,Wyoming,1684506,346863,0,0
1973,56000,Wyoming,1968637,353353,0,0
1974,56000,Wyoming,2302703,364548,0,0
1975,56000,Wyoming,2607391,380477,0,0
1976,56000,Wyoming,2890363,395446,0,0
1977,56000,Wyoming,3375638,411530,0,0
1978,56000,Wyoming,4033706,430897,0,0
1979,56000,Wyoming,4716087,451850,0,0
1980,56000,Wyoming,5506325,474185,0,0
1981,56000,Wyoming,6299803,491712,0,0
1982,56000,Wyoming,6616850,506400,0,0
1983,56000,Wyoming,6568094,510344,0,0
1984,56000,Wyoming,6857149,504895,0,0
1985,56000,Wyoming,7160432,499696,0,0
1986,56000,Wyoming,7130593,495633,0,0
1987,56000,Wyoming,6864334,476966,0,0
1988,56000,Wyoming,7002612,465103,0,0
1989,56000,Wyoming,7642563,458373,0,0
1990,56000,Wyoming,8233322,453690,0,0
1991,56000,Wyoming,8642355,459260,0,0
1992,56000,Wyoming,9130739,466251,0,0
1993,56000,Wyoming,9659908,473081,0,0
1994,56000,Wyoming,10102484,480283,0,0
1995,56000,Wyoming,10585368,485160,0,0
1996,56000,Wyoming,11077737,488167,0,0
1997,56000,Wyoming,11884975,489451,0,0
1998,56000,Wyoming,12640312,490787,0,0
1999,56000,Wyoming,13532735,491780,0,0
2000,56000,Wyoming,14634575,494300,0,0
2001,56000,Wyoming,15505877,494657,0,0
2002,56000,Wyoming,15927590,500017,0,0
2003,56000,Wyoming,16959101,503453,0,0
2004,56000,Wyoming,18360822,509106,0,0
2005,56000,Wyoming,20250025,514157,0,0
2006,56000,Wyoming,23254620,522667,0,0
2007,56000,Wyoming,24752846,534876,0,0
2008,56000,Wyoming,27163196,546043,0,0
2009,56000,Wyoming,24949194,559851,0,0
2010,56000,Wyoming,26328777,564405,0,0
2011,56000,Wyoming,28786638,566858,0,0
2012,56000,Wyoming,31199618,575497,0,0
2013,56000,Wyoming,31240113,580930,0,0
2014,56000,Wyoming,33549324,580949,0,0
2015,56000,Wyoming,33761753,583645,0,0
2016,56000,Wyoming,31908537,581983,0,0
2017,56000,Wyoming,32918472,576248,0,0
2018,56000,Wyoming,34690854,574801,0,0
2019,56000,Wyoming,35424500,575341,0,0
2020,56000,Wyoming,36019753,577267,0,0
1948,0,United States *,211495000,146091000,526000,44000
1949,0,United States *,209009000,148666000,668000,50000
1950,0,United States *,232835639,151871000,712000,64000
1951,0,United States *,262330710,153970000,837000,68000
1952,0,United States *,280335813,156369000,917000,85000
1953,0,United States *,297142895,158946000,946000,96000
1954,0,United States *,300302047,161881000,1013000,122000
1955,0,United States *,322134345,165058000,1202000,143000
1956,0,United States *,346083545,168078000,1418000,156000
1957,0,United States *,366021214,171178000,1541000,182000
1958,0,United States *,376151280,174153000,1624000,205000
1959,0,United States *,400328786,177136000,1999000,230000
1960,0,United States *,417700000,179972000,2282000,254000
1961,0,United States *,436047000,182976000,2542000,258000
1962,0,United States *,464000000,185739000,2842000,338000
1963,0,United States *,487780000,188434000,3078000,354000
1964,0,United States *,522633000,191085000,3563000,455000
1965,0,United States *,564444000,193460000,3947000,470000
1966,0,United States *,612713000,195499000,4783000,639000
1967,0,United States *,656828000,197375000,5315000,797000
1968,0,United States *,720877000,199312000,6914000,927000
1969,0,United States *,791229000,201298000,8620000,1149000
1970,0,United States *,855525000,203798722,9583000,1320000
1971,0,United States *,924613000,206817509,10950000,1490000
1972,0,United States *,1016408000,209274882,15209000,1988000
1973,0,United States *,1133468000,211349205,16818000,2046000
1974,0,United States *,1244912000,213333635,18047000,2304000
1975,0,United States *,1362505000,215456585,19934000,2519000
1976,0,United States *,1495704000,217553859,23433000,2826000
1977,0,United States *,1651632000,219760875,27178000,3207000
1978,0,United States *,1855849000,222098244,31584000,3397000
1979,0,United States *,2073257000,224568579,34612000,3602000
1980,0,United States *,2313160000,227224719,39143000,3451000
1981,0,United States *,2592915000,229465744,43580000,4332000
1982,0,United States *,2779794000,231664432,46972000,4915000
1983,0,United States *,2968676000,233792014,53152000,5133000
1984,0,United States *,3279488000,235824907,61881000,5590000
1985,0,United States *,3510471000,237923734,66108000,6014000
1986,0,United States *,3719647000,240132831,70685000,6764000
1987,0,United States *,3946593000,242288936,79131000,6828000
1988,0,United States *,4267813000,244499004,81546000,9053000
1989,0,United States *,4609667000,246819222,92865000,9405000
1990,0,United States *,4897821000,249622814,99640000,9954000
1991,0,United States *,5067291000,252980941,101381000,10339000
1992,0,United States *,5409920000,256514224,109013000,11364000
1993,0,United States *,5648732000,259918588,114918000,11307000
1994,0,United States *,5940128000,263125821,120200000,12041000
1995,0,United States *,6286143000,266278393,128429000,13308000
1996,0,United States *,6673186000,269394284,138639000,13687000
1997,0,United States *,7086935000,272646925,149734000,14933000
1998,0,United States *,7601594000,275854104,166779000,16241000
1999,0,United States *,8006585000,279040168,178439000,17093000
2000,0,United States *,8654561000,282162411,199220000,18134000
2001,0,United States *,9009842000,284968955,205736000,17600000
2002,0,United States *,9157682000,287625193,181832000,17452000
2003,0,United States *,9491393000,290107933,184006000,18768000
2004,0,United States *,10037313000,292805298,200947000,20439000
2005,0,United States *,10599603000,295516599,226576000,22481000
2006,0,United States *,11374142000,298379912,250101000,24097000
2007,0,United States *,12014107000,301231207,267484000,26810000
2008,0,United States *,12475898000,304093966,278190000,25879000
2009,0,United States *,12073407000,306771529,234274000,24650000
2010,0,United States *,12586509000,309378433,240171000,25616000
2011,0,United States *,13330436000,311841632,267556000,26533000
2012,0,United States *,14003346000,314344331,284497000,28583000
2013,0,United States *,14189228000,316735375,313481000,29616000
2014,0,United States *,14969527000,319270047,318748000,30621000
2015,0,United States *,15681233000,321829327,343102000,31357000
2016,0,United States *,16092713000,324367742,344201000,31668000
2017,0,United States *,16845028000,326623063,365899000,33905000
2018,0,United States *,17681159000,328542157,386192000,35587000
