year,id,name,income,pop,state_inc_tax,local_inc_tax
1952,30000,Montana,1116959,602000,5104,0
1953,30000,Montana,1134866,616000,4836,0
1954,30000,Montana,1127578,624000,5062,0
1955,30000,Montana,1230203,636000,6374,0
1956,30000,Montana,1293006,656000,7488,0
1957,30000,Montana,1356730,667000,8426,0
1958,30000,Montana,1414319,666000,9164,0
1959,30000,Montana,1392360,669000,10023,0
1960,30000,Montana,1451336,679000,12103,0
1961,30000,Montana,1454604,696000,13683,0
1962,30000,Montana,1701348,698000,15358,0
1963,30000,Montana,1691552,703000,12749,0
1964,30000,Montana,1727501,706000,15597,0
1965,30000,Montana,1856335,706000,18137,0
1966,30000,Montana,1989521,707000,23543,0
1967,30000,Montana,2029128,701000,26026,0
1968,30000,Montana,2128349,700000,30800,0
1969,30000,Montana,2350491,694000,34837,0
1970,30000,Montana,2604190,697172,40278,0
1971,30000,Montana,2787297,711037,49006,0
1972,30000,Montana,3230256,719138,74788,0
1973,30000,Montana,3745221,727389,79539,0
1974,30000,Montana,4069917,737203,84143,0
1975,30000,Montana,4478717,749208,92332,0
1976,30000,Montana,4806477,758521,103770,0
1977,30000,Montana,5197877,771354,118673,0
1978,30000,Montana,6090546,784043,129079,0
1979,30000,Montana,6548668,789167,161183,0
1980,30000,Montana,7211128,788752,146099,0
1981,30000,Montana,8194340,795325,152801,0
1982,30000,Montana,8635647,803984,135906,0
1983,30000,Montana,9076888,814029,157746,0
1984,30000,Montana,9602766,820904,177358,0
1985,30000,Montana,9738412,822320,183515,0
1986,30000,Montana,10125627,813738,175186,0
1987,30000,Montana,10398004,805064,215052,0
1988,30000,Montana,10687855,800200,249883,0
1989,30000,Montana,11775559,799634,274988,0
1990,30000,Montana,12378011,800204,287817,0
1991,30000,Montana,13196264,809680,281029,0
1992,30000,Montana,14013952,825770,342783,0
1993,30000,Montana,15163358,844761,352160,0
1994,30000,Montana,15585255,861306,361870,0
1995,30000,Montana,16415894,876553,383591,0
1996,30000,Montana,17203322,886254,396713,0
1997,30000,Montana,17939129,889865,425881,0
1998,30000,Montana,19152313,892431,460614,0
1999,30000,Montana,19560451,897507,502858,0
2000,30000,Montana,20860368,903773,533152,0
2001,30000,Montana,21763691,906961,557299,0
2002,30000,Montana,22384638,911667,517318,0
2003,30000,Montana,24025250,919630,545726,0
2004,30000,Montana,26161859,930009,623416,0
2005,30000,Montana,28272678,940102,734056,0
2006,30000,Montana,30670209,952692,762372,0
2007,30000,Montana,32976141,964706,906997,0
2008,30000,Montana,34947618,976415,877214,0
2009,30000,Montana,34133536,983982,768059,0
2010,30000,Montana,36060380,990863,740638,0
2011,30000,Montana,38487933,998188,846486,0
2012,30000,Montana,40919721,1005385,937720,0
2013,30000,Montana,41322467,1015933,1061199,0
2014,30000,Montana,43555779,1024998,1105566,0
2015,30000,Montana,45453524,1034413,1189896,0
2016,30000,Montana,46074125,1045648,1170995,0
2017,30000,Montana,48774522,1057982,1217951,0
2018,30000,Montana,50989452,1066542,1308293,0
2019,30000,Montana,53612563,1075462,1449797,0
2020,30000,Montana,57660158,1086193,1514222,0
1948,31000,Nebraska,1955026,1265000,0,0
1949,31000,Nebraska,1771625,1302000,0,0
1950,31000,Nebraska,2100729,1327000,0,0
1951,31000,Nebraska,2193494,1316000,0,0
1952,31000,Nebraska,2355762,1311000,0,0
1953,31000,Nebraska,2246963,1318000,0,0
1954,31000,Nebraska,2403009,1340000,0,0
1955,31000,Nebraska,2326158,1374000,0,0
1956,31000,Nebraska,2399513,1397000,0,0
1957,31000,Nebraska,2782563,1394000,0,0
1958,31000,Nebraska,2914825,1383000,0,0
1959,31000,Nebraska,2950020,1397000,0,0
1960,31000,Nebraska,3140277,1417000,0,0
1961,31000,Nebraska,3214347,1446000,0,0
1962,31000,Nebraska,3493486,1464000,0,0
1963,31000,Nebraska,3591044,1476000,0,0
1964,31000,Nebraska,3691394,1482000,0,0
1965,31000,Nebraska,4060927,1471000,0,0
1966,31000,Nebraska,4360278,1456000,0,0
1967,31000,Nebraska,4512740,1457000,0,0
1968,31000,Nebraska,4815330,1467000,31504,0
1969,31000,Nebraska,5379281,1474000,38742,0
1970,31000,Nebraska,5798379,1487963,57168,0
1971,31000,Nebraska,6368793,1504208,50206,0
1972,31000,Nebraska,7052470,1518293,72686,0
1973,31000,Nebraska,8225746,1528517,88332,0
1974,31000,Nebraska,8565102,1537809,77747,0
1975,31000,Nebraska,9766447,1541440,82450,0
1976,31000,Nebraska,10217431,1548901,127296,0
1977,31000,Nebraska,11073092,1554466,184957,0
1978,31000,Nebraska,12810851,1560826,179271,0
1979,31000,Nebraska,13834164,1564356,235480,0
1980,31000,Nebraska,14758195,1572296,243868,0
1981,31000,Nebraska,17140491,1578517,199694,0
1982,31000,Nebraska,18420706,1581776,241366,0
1983,31000,Nebraska,19046743,1584293,296225,0
1984,31000,Nebraska,21214693,1588638,306684,0
1985,31000,Nebraska,22348417,1584661,326247,0
1986,31000,Nebraska,22999548,1574328,363339,0
1987,31000,Nebraska,24065752,1566544,367015,0
1988,31000,Nebraska,25727175,1571477,443876,0
1989,31000,Nebraska,27305470,1574858,474662,0
1990,31000,Nebraska,29240271,1581660,559164,0
1991,31000,Nebraska,30304871,1595919,629541,0
1992,31000,Nebraska,32208358,1611687,675792,0
1993,31000,Nebraska,33288531,1625590,702011,0
1994,31000,Nebraska,35431168,1639041,746621,0
1995,31000,Nebraska,37436425,1656992,777979,0
1996,31000,Nebraska,40790147,1673740,881898,0
1997,31000,Nebraska,42017542,1686418,981671,0
1998,31000,Nebraska,44804786,1695816,985537,0
1999,31000,Nebraska,46958266,1704764,1101469,0
2000,31000,Nebraska,49767676,1713820,1216211,0
2001,31000,Nebraska,52068660,1719836,1249073,0
2002,31000,Nebraska,52884641,1728292,1154009,0
2003,31000,Nebraska,56241293,1738643,1132795,0
2004,31000,Nebraska,58826394,1749370,1264544,0
2005,31000,Nebraska,61063543,1761497,1426320,0
2006,31000,Nebraska,63850574,1772693,1531885,0
2007,31000,Nebraska,68718017,1783440,1695341,0
2008,31000,Nebraska,72815547,1796378,1688698,0
2009,31000,Nebraska,71664168,1812683,1559351,0
2010,31000,Nebraska,75489582,1830158,1569280,0
2011,31000,Nebraska,84211642,1843774,1759333,0
2012,31000,Nebraska,86754229,1858886,1898900,0
2013,31000,Nebraska,87398705,1873369,2126592,0
2014,31000,Nebraska,92524041,1889916,2150165,0
2015,31000,Nebraska,96282140,1904449,2259500,0
2016,31000,Nebraska,94838024,1921360,2220475,0
2017,31000,Nebraska,97112011,1934360,2254863,0
2018,31000,Nebraska,101204153,1945367,2365373,0
2019,31000,Nebraska,104430185,1954927,2629892,0
2020,31000,Nebraska,111545028,1961455,2766228,0
1948,32000,Nevada,282563,156000,0,0
1949,32000,Nevada,293211,157000,0,0
1950,32000,Nevada,338427,162000,0,0
1951,32000,Nevada,388886,168000,0,0
1952,32000,Nevada,454771,181000,0,0
1953,32000,Nevada,501956,195000,0,0
1954,32000,Nevada,541405,213000,0,0
1955,32000,Nevada,629750,237000,0,0
1956,32000,Nevada,658561,250000,0,0
1957,32000,Nevada,706980,260000,0,0
1958,32000,Nevada,747709,269000,0,0
1959,32000,Nevada,818040,279000,0,0
1960,32000,Nevada,896083,291000,0,0
1961,32000,Nevada,993131,315000,0,0
1962,32000,Nevada,1185849,352000,0,0
1963,32000,Nevada,1329977,397000,0,0
1964,32000,Nevada,1443118,426000,0,0
1965,32000,Nevada,1544998,444000,0,0
1966,32000,Nevada,1630372,446000,0,0
1967,32000,Nevada,1731797,449000,0,0
1968,32000,Nevada,2013619,464000,0,0
1969,32000,Nevada,2278607,480000,0,0
1970,32000,Nevada,2560413,493223,0,0
1971,32000,Nevada,2860381,519989,0,0
1972,32000,Nevada,3196764,546736,0,0
1973,32000,Nevada,3630058,568910,0,0
1974,32000,Nevada,4025238,596713,0,0
1975,32000,Nevada,4543971,619847,0,0
1976,32000,Nevada,5170461,646823,0,0
1977,32000,Nevada,5977935,678134,0,0
1978,32000,Nevada,7225731,719345,0,0
1979,32000,Nevada,8374582,765121,0,0
1980,32000,Nevada,9682781,810215,0,0
1981,32000,Nevada,11011840,847656,0,0
1982,32000,Nevada,11762109,881538,0,0
1983,32000,Nevada,12530021,901978,0,0
1984,32000,Nevada,13652075,924921,0,0
1985,32000,Nevada,14799444,951032,0,0
1986,32000,Nevada,15988531,980614,0,0
1987,32000,Nevada,17473700,1023374,0,0
1988,32000,Nevada,19842874,1075023,0,0
1989,32000,Nevada,22352474,1137382,0,0
1990,32000,Nevada,25043313,1220695,0,0
1991,32000,Nevada,27515308,1296171,0,0
1992,32000,Nevada,30479309,1351367,0,0
1993,32000,Nevada,32966024,1411215,0,0
1994,32000,Nevada,36485543,1499298,0,0
1995,32000,Nevada,40138314,1581578,0,0
1996,32000,Nevada,44435100,1666320,0,0
1997,32000,Nevada,48572668,1764104,0,0
1998,32000,Nevada,54324351,1853191,0,0
1999,32000,Nevada,58824949,1934718,0,0
2000,32000,Nevada,64571602,2018741,0,0
2001,32000,Nevada,68116633,2098399,0,0
2002,32000,Nevada,69843204,2173791,0,0
2003,32000,Nevada,74483360,2248850,0,0
2004,32000,Nevada,82663167,2346222,0,0
2005,32000,Nevada,92687379,2432143,0,0
2006,32000,Nevada,100318143,2522658,0,0
2007,32000,Nevada,104595471,2601072,0,0
2008,32000,Nevada,103056192,2653630,0,0
2009,32000,Nevada,97267129,2684665,0,0
2010,32000,Nevada,101307041,2701967,0,0
2011,32000,Nevada,105105361,2710520,0,0
2012,32000,Nevada,109347399,2739941,0,0
2013,32000,Nevada,109870516,2770049,0,0
2014,32000,Nevada,117372236,2809771,0,0
2015,32000,Nevada,127116993,2857017,0,0
2016,32000,Nevada,132058361,2905604,0,0
2017,32000,Nevada,140516706,2955631,0,0
2018,32000,Nevada,149789211,3011627,0,0
2019,32000,Nevada,158923867,3068943,0,0
2020,32000,Nevada,168587258,3114071,0,0
1948,33000,New Hampshire,682224,520000,854,0
1949,33000,New Hampshire,691164,533000,1051,0
1950,33000,New Hampshire,730428,532000,1786,0
1951,33000,New Hampshire,813744,529000,1884,0
1952,33000,New Hampshire,862453,535000,1248,0
1953,33000,New Hampshire,925495,547000,1261,0
1954,33000,New Hampshire,967513,554000,1345,0
1955,33000,New Hampshire,1041228,557000,1437,0
1956,33000,New Hampshire,1104219,566000,1495,0
1957,33000,New Hampshire,1181351,572000,1556,0
1958,33000,New Hampshire,1203260,581000,1515,0
1959,33000,New Hampshire,1309880,596000,1546,0
1960,33000,New Hampshire,1382858,609000,1600,0
1961,33000,New Hampshire,1456125,618000,1634,0
1962,33000,New Hampshire,1556937,632000,1667,0
1963,33000,New Hampshire,1624661,649000,1798,0
1964,33000,New Hampshire,1746943,663000,1906,0
1965,33000,New Hampshire,1883836,676000,2125,0
1966,33000,New Hampshire,2064034,681000,2433,0
1967,33000,New Hampshire,2254816,697000,2502,0
1968,33000,New Hampshire,2490964,709000,2617,0
1969,33000,New Hampshire,2781338,724000,2903,0
1970,33000,New Hampshire,2965678,741932,3798,0
1971,33000,New Hampshire,3220121,762173,6401,0
1972,33000,New Hampshire,3561963,781699,6908,0
1973,33000,New Hampshire,4013324,801824,7884,0
1974,33000,New Hampshire,4417159,817073,8395,0
1975,33000,New Hampshire,4802304,830025,6787,0
1976,33000,New Hampshire,5435993,847025,6180,0
1977,33000,New Hampshire,6146446,871860,7398,0
1978,33000,New Hampshire,7090723,893974,8999,0
1979,33000,New Hampshire,8111862,911893,9160,0
1980,33000,New Hampshire,9278182,924250,10792,0
1981,33000,New Hampshire,10517049,936621,12898,0
1982,33000,New Hampshire,11579731,947720,14982,0
1983,33000,New Hampshire,12713183,958134,16776,0
1984,33000,New Hampshire,14376311,976863,26110,0
1985,33000,New Hampshire,15842444,996753,28035,0
1986,33000,New Hampshire,17508758,1025054,25800,0
1987,33000,New Hampshire,19362138,1054289,28259,0
1988,33000,New Hampshire,21322166,1082576,33972,0
1989,33000,New Hampshire,22846665,1104523,36592,0
1990,33000,New Hampshire,23006508,1112384,43303,0
1991,33000,New Hampshire,23792304,1109929,35662,0
1992,33000,New Hampshire,24968214,1117784,35738,0
1993,33000,New Hampshire,25786710,1129458,35968,0
1994,33000,New Hampshire,27522349,1142560,36097,0
1995,33000,New Hampshire,29202817,1157561,40453,0
1996,33000,New Hampshire,30941453,1174719,39440,0
1997,33000,New Hampshire,33274001,1189425,101926,0
1998,33000,New Hampshire,36562955,1205940,63983,0
1999,33000,New Hampshire,38924196,1222014,63562,0
2000,33000,New Hampshire,43810890,1239882,64671,0
2001,33000,New Hampshire,46136826,1255517,79190,0
2002,33000,New Hampshire,46923177,1269089,66970,0
2003,33000,New Hampshire,47829348,1279840,51754,0
2004,33000,New Hampshire,50874298,1290121,56774,0
2005,33000,New Hampshire,52743971,1298492,69214,0
2006,33000,New Hampshire,56460324,1308389,80243,0
2007,33000,New Hampshire,58663384,1312540,110479,0
2008,33000,New Hampshire,60381352,1315906,122033,0
2009,33000,New Hampshire,59357981,1316102,89734,0
2010,33000,New Hampshire,62032251,1317094,80414,0
2011,33000,New Hampshire,64945252,1321886,77700,0
2012,33000,New Hampshire,67855254,1327287,87032,0
2013,33000,New Hampshire,67703675,1331050,96505,0
2014,33000,New Hampshire,70501217,1339224,93019,0
2015,33000,New Hampshire,73474566,1343633,92717,0
2016,33000,New Hampshire,76092328,1351059,76167,0
2017,33000,New Hampshire,79390605,1358984,84133,0
2018,33000,New Hampshire,83161074,1364875,110105,0
2019,33000,New Hampshire,86797535,1371834,129222,0
2020,33000,New Hampshire,91673070,1377848,138706,0
1948,34000,New Jersey,7960217,4774000,0,0
1949,34000,New Jersey,8014223,4889000,0,0
1950,34000,New Jersey,8866318,4872000,0,0
1951,34000,New Jersey,10131723,5006000,0,0
1952,34000,New Jersey,10985770,5125000,0,0
1953,34000,New Jersey,11828757,5229000,0,0
1954,34000,New Jersey,12040160,5360000,0,0
1955,34000,New Jersey,12773195,5502000,0,0
1956,34000,New Jersey,13863479,5615000,0,0
1957,34000,New Jersey,14771584,5737000,0,0
1958,34000,New Jersey,14608757,5890000,0,0
1959,34000,New Jersey,15708149,6015000,0,0
1960,34000,New Jersey,16552918,6103000,0,0
1961,34000,New Jersey,17395696,6265000,3186,0
1962,34000,New Jersey,18718579,6376000,6946,0
1963,34000,New Jersey,19646810,6531000,8123,0
1964,34000,New Jersey,21063708,6660000,6808,0
1965,34000,New Jersey,22629137,6767000,7346,0
1966,34000,New Jersey,24502929,6851000,8185,0
1967,34000,New Jersey,26393992,6928000,10510,0
1968,34000,New Jersey,28966953,7005000,12179,0
1969,34000,New Jersey,32504175,7095000,15016,0
1970,34000,New Jersey,35294519,7190282,14193,0
1971,34000,New Jersey,38078118,7281935,18402,0
1972,34000,New Jersey,41394930,7336538,27232,0
1973,34000,New Jersey,45063192,7335240,30320,0
1974,34000,New Jersey,48945152,7335227,29080,0
1975,34000,New Jersey,52877698,7341417,47114,0
1976,34000,New Jersey,57408891,7344079,396541,0
1977,34000,New Jersey,62802139,7342027,764623,0
1978,34000,New Jersey,69699071,7356414,824667,0
1979,34000,New Jersey,77362778,7373048,925026,0
1980,34000,New Jersey,87046739,7376330,1056106,0
1981,34000,New Jersey,97264551,7407471,1219298,0
1982,34000,New Jersey,105090396,7430970,1342338,0
1983,34000,New Jersey,113438476,7467784,1563533,0
1984,34000,New Jersey,125567163,7515474,1839651,0
1985,34000,New Jersey,134573708,7565530,2025022,0
1986,34000,New Jersey,144070388,7622161,2227740,0
1987,34000,New Jersey,155341299,7670741,2628207,0
1988,34000,New Jersey,170597669,7712333,2654991,0
1989,34000,New Jersey,183042974,7726086,2988953,0
1990,34000,New Jersey,192163514,7762963,3123832,0
1991,34000,New Jersey,195933413,7814676,3881042,0
1992,34000,New Jersey,210510235,7880508,4270041,0
1993,34000,New Jersey,217595981,7948915,4423387,0
1994,34000,New Jersey,225284514,8014306,5003477,0
1995,34000,New Jersey,239164930,8083242,4309775,0
1996,34000,New Jersey,253062255,8149596,4688928,0
1997,34000,New Jersey,269605875,8218808,4944666,0
1998,34000,New Jersey,287264744,8287418,5859707,0
1999,34000,New Jersey,300654040,8359592,6563562,0
2000,34000,New Jersey,330613568,8430621,7639876,0
2001,34000,New Jersey,341787737,8492671,7898612,0
2002,34000,New Jersey,346163495,8552643,6696421,0
2003,34000,New Jersey,354361814,8601402,6694419,0
2004,34000,New Jersey,370214789,8634561,7858309,0
2005,34000,New Jersey,384731419,8651974,9819363,0
2006,34000,New Jersey,413114576,8661679,10417215,0
2007,34000,New Jersey,438001097,8677885,12142696,0
2008,34000,New Jersey,451052135,8711090,12316320,0
2009,34000,New Jersey,436503978,8755602,10286226,0
2010,34000,New Jersey,449927051,8809058,10153535,0
2011,34000,New Jersey,470008136,8876959,10746808,0
2012,34000,New Jersey,487527661,8933292,11199084,0
2013,34000,New Jersey,492488242,8984801,12119006,0
2014,34000,New Jersey,515515069,9033845,12428556,0
2015,34000,New Jersey,537105894,9076577,13405932,0
2016,34000,New Jersey,552051391,9119862,13558577,0
2017,34000,New Jersey,572482431,9174898,14376826,0
2018,34000,New Jersey,597005046,9218858,15044201,0
2019,34000,New Jersey,619065784,9258804,16500193,0
2020,34000,New Jersey,652498893,9279743,17433107,0
1948,35000,New Mexico,697936,604000,1327,0
1949,35000,New Mexico,765247,644000,1544,0
1950,35000,New Mexico,868103,689000,1754,0
1951,35000,New Mexico,1010864,717000,2142,0
1952,35000,New Mexico,1107030,735000,2197,0
1953,35000,New Mexico,1160995,756000,2167,0
1954,35000,New Mexico,1187999,763000,1998,0
1955,35000,New Mexico,1288170,785000,2028,0
1956,35000,New Mexico,1390126,806000,2624,0
1957,35000,New Mexico,1559841,847000,3200,0
1958,35000,New Mexico,1729475,886000,3719,0
1959,35000,New Mexico,1858623,919000,4232,0
1960,35000,New Mexico,1911475,954000,4381,0
1961,35000,New Mexico,2000286,965000,6200,0
1962,35000,New Mexico,2078967,979000,9386,0
1963,35000,New Mexico,2150290,989000,7794,0
1964,35000,New Mexico,2273278,1006000,13376,0
1965,35000,New Mexico,2412058,1012000,16512,0
1966,35000,New Mexico,2534651,1007000,19202,0
1967,35000,New Mexico,2619973,1000000,15916,0
1968,35000,New Mexico,2836869,994000,17312,0
1969,35000,New Mexico,3143665,1011000,32835,0
1970,35000,New Mexico,3499776,1023206,28884,0
1971,35000,New Mexico,3872418,1053258,39305,0
1972,35000,New Mexico,4353346,1077815,47156,0
1973,35000,New Mexico,4881806,1104225,52857,0
1974,35000,New Mexico,5487270,1129568,57960,0
1975,35000,New Mexico,6267941,1162682,58394,0
1976,35000,New Mexico,6987390,1195162,64495,0
1977,35000,New Mexico,7819801,1225245,74782,0
1978,35000,New Mexico,8947791,1251848,57290,0
1979,35000,New Mexico,10088442,1280539,81575,0
1980,35000,New Mexico,11323005,1309400,34655,0
1981,35000,New Mexico,12799913,1332747,99683,0
1982,35000,New Mexico,14023076,1363822,4593,0
1983,35000,New Mexico,15086136,1394362,32099,0
1984,35000,New Mexico,16471117,1416719,85635,0
1985,35000,New Mexico,17823521,1438360,95046,0
1986,35000,New Mexico,18525003,1462728,134270,0
1987,35000,New Mexico,19308662,1478519,258823,0
1988,35000,New Mexico,20401935,1490336,339958,0
1989,35000,New Mexico,21855372,1503901,348993,0
1990,35000,New Mexico,23301334,1521574,360652,0
1991,35000,New Mexico,24937116,1555305,405286,0
1992,35000,New Mexico,26802835,1595442,491163,0
1993,35000,New Mexico,28827111,1636453,553329,0
1994,35000,New Mexico,30772294,1682398,589288,0
1995,35000,New Mexico,33070567,1720394,627073,0
1996,35000,New Mexico,34741257,1752326,698881,0
1997,35000,New Mexico,36519967,1774839,774614,0
1998,35000,New Mexico,38344205,1793484,799113,0
1999,35000,New Mexico,39031267,1808082,850646,0
2000,35000,New Mexico,42073628,1821204,850668,0
2001,35000,New Mexico,45061927,1831690,909069,0
2002,35000,New Mexico,46855515,1855309,946796,0
2003,35000,New Mexico,48999128,1877574,950397,0
2004,35000,New Mexico,52162934,1903808,1026653,0
2005,35000,New Mexico,55761986,1932274,1090869,0
2006,35000,New Mexico,60035519,1962137,1141148,0
2007,35000,New Mexico,63582883,1990070,1211850,0
2008,35000,New Mexico,67656801,2010662,958272,0
2009,35000,New Mexico,67034123,2036802,893185,0
2010,35000,New Mexico,69607245,2064892,980831,0
2011,35000,New Mexico,72967704,2082110,1110681,0
2012,35000,New Mexico,74725350,2090254,1131958,0
2013,35000,New Mexico,73561774,2096509,1268016,0
2014,35000,New Mexico,77975093,2095037,1319909,0
2015,35000,New Mexico,79864310,2096003,1406331,0
2016,35000,New Mexico,81414081,2099630,1364380,0
2017,35000,New Mexico,82859946,2101053,1273303,0
2018,35000,New Mexico,86531927,2103101,1370606,0
2019,35000,New Mexico,90539175,2110146,1484886,0
2020,35000,New Mexico,97603465,2117566,1388885,0
1948,36000,New York,25850763,14497000,152517,0
1949,36000,New York,25883460,14892000,242009,0
1950,36000,New York,27767480,14865000,244903,0
1951,36000,New York,30071229,14890000,284120,0
1952,36000,New York,31529049,15192000,326527,0
1953,36000,New York,33538557,15527000,342254,0
1954,36000,New York,34640530,15814000,359553,0
1955,36000,New York,36888772,15966000,422796,0
1956,36000,New York,39190869,16112000,464380,0
1957,36000,New York,41618201,16374000,504287,0
1958,36000,New York,43296669,16601000,540955,0
1959,36000,New York,45890069,16685000,705608,0
1960,36000,New York,47939353,16838000,788645,0
1961,36000,New York,50098381,17061000,928175,0
1962,36000,New York,52853444,17301000,993699,0
1963,36000,New York,55173664,17461000,1023448,0
1964,36000,New York,58939438,17589000,1200909,0
1965,36000,New York,62624511,17734000,1282827,0
1966,36000,New York,67240347,17843000,1487879,0
1967,36000,New York,72537858,17935000,1611210,141566
1968,36000,New York,80061802,18051000,1825427,156218
1969,36000,New York,83626257,18105000,2521520,193053
1970,36000,New York,89895425,18271605,2489625,197120
1971,36000,New York,96121001,18364865,2502325,299739
1972,36000,New York,102833594,18351767,3086956,467846
1973,36000,New York,109571703,18194767,3462721,446127
1974,36000,New York,118064617,18072768,3546378,512105
1975,36000,New York,127413860,18032254,3803989,556895
1976,36000,New York,134980837,17974654,4224485,663006
1977,36000,New York,145640377,17851507,4672422,699326
1978,36000,New York,158583699,17720421,5106475,724906
1979,36000,New York,173361931,17633646,5384085,770091
1980,36000,New York,193258499,17566754,6310732,773846
1981,36000,New York,215680555,17567731,7472349,1036454
1982,36000,New York,234418022,17589737,8173935,1143397
1983,36000,New York,252683225,17686907,8809201,1226635
1984,36000,New York,279483612,17745676,10284991,1407831
1985,36000,New York,299163538,17791678,11264902,1649905
1986,36000,New York,319479383,17833421,12039946,1756838
1987,36000,New York,340642807,17868844,13498644,1919028
1988,36000,New York,373665398,17941309,13190621,2423478
1989,36000,New York,403909989,17983084,15463657,2568250
1990,36000,New York,432317759,18020784,15013800,2796070
1991,36000,New York,432542636,18122510,14651030,3118688
1992,36000,New York,457271416,18246653,15361095,3578674
1993,36000,New York,470053879,18374954,16240454,3562585
1994,36000,New York,484730601,18459470,16659504,3652173
1995,36000,New York,510818279,18524104,17438197,3977227
1996,36000,New York,537881580,18588460,17490332,4228752
1997,36000,New York,567955826,18656546,17868498,4896729
1998,36000,New York,600946914,18755906,20035658,5435507
1999,36000,New York,637109240,18882725,22204159,5596460
2000,36000,New York,685783350,19001780,24985109,5733924
2001,36000,New York,711466252,19082838,27239876,5318344
2002,36000,New York,709784990,19137800,22683067,4519559
2003,36000,New York,720548897,19175939,23027775,5025502
2004,36000,New York,754007427,19171567,26646842,6161580
2005,36000,New York,782224915,19132610,28822466,7182574
2006,36000,New York,843047510,19104631,34285919,8040605
2007,36000,New York,907402575,19132335,35440224,9116956
2008,36000,New York,925727617,19212436,39007442,8829683
2009,36000,New York,907953383,19307066,32750515,7667637
2010,36000,New York,947076555,19419964,34761355,8154476
2011,36000,New York,997755770,19600908,37689678,8609182
2012,36000,New York,1049158190,19757479,38426607,9355927
2013,36000,New York,1062135398,19892169,42554578,10214219
2014,36000,New York,1105907821,20002008,42893761,10689907
2015,36000,New York,1154722863,20088855,46164309,11390277
2016,36000,New York,1194534615,20150838,44775770,11255833
2017,36000,New York,1272902952,20190489,49834891,12043433
2018,36000,New York,1316439885,20222664,51978614,13647700
2019,36000,New York,1361472689,20222325,56713369,14475298
2020,36000,New York,1440049486,20154933,60693199,15151642
1948,37000,North Carolina,3868141,3837000,24148,0
1949,37000,North Carolina,3826144,3911000,24927,0
1950,37000,North Carolina,4453000,4068000,26558,0
1951,37000,North Carolina,5012612,4120000,33244,0
1952,37000,North Carolina,5162449,4109000,36870,0
1953,37000,North Carolina,5371471,4120000,37527,0
1954,37000,North Carolina,5493121,4131000,39029,0
1955,37000,North Carolina,5953846,4242000,43462,0
1956,37000,North Carolina,6345506,4309000,49839,0
1957,37000,North Carolina,6387009,4368000,53997,0
1958,37000,North Carolina,6738297,4376000,56685,0
1959,37000,North Carolina,7217093,4458000,75935,0
1960,37000,North Carolina,7617564,4573000,92414,0
1961,37000,North Carolina,8064406,4663000,93114,0
1962,37000,North Carolina,8661178,4707000,103560,0
1963,37000,North Carolina,9109741,4742000,110999,0
1964,37000,North Carolina,9868298,4802000,122989,0
1965,37000,North Carolina,10671117,4863000,146097,0
1966,37000,North Carolina,11855066,4896000,181361,0
1967,37000,North Carolina,12817203,4952000,199199,0
1968,37000,North Carolina,14135674,5004000,234822,0
1969,37000,North Carolina,15858142,5031000,262483,0
1970,37000,North Carolina,17320423,5099150,289240,0
1971,37000,North Carolina,18856792,5200760,329442,0
1972,37000,North Carolina,21319016,5296085,395268,0
1973,37000,North Carolina,24174505,5382441,477638,0
1974,37000,North Carolina,26653856,5461112,545827,0
1975,37000,North Carolina,28942763,5535097,559783,0
1976,37000,North Carolina,32132322,5593463,726692,0
1977,37000,North Carolina,35208099,5668494,793616,0
1978,37000,North Carolina,39736164,5740286,923851,0
1979,37000,North Carolina,43908313,5801563,1086911,0
1980,37000,North Carolina,49246957,5898980,1257761,0
1981,37000,North Carolina,55496710,5956653,1402734,0
1982,37000,North Carolina,59420072,6019108,1491559,0
1983,37000,North Carolina,64644452,6077059,1656585,0
1984,37000,North Carolina,73126172,6164004,1922236,0
1985,37000,North Carolina,79020157,6253957,2104132,0
1986,37000,North Carolina,85194512,6321576,2344758,0
1987,37000,North Carolina,91884496,6403693,2713392,0
1988,37000,North Carolina,100589475,6480591,2907020,0
1989,37000,North Carolina,109693130,6565462,3132565,0
1990,37000,North Carolina,116522487,6664016,3441548,0
1991,37000,North Carolina,121893315,6784280,3572479,0
1992,37000,North Carolina,132674908,6897214,3826816,0
1993,37000,North Carolina,141458338,7042818,4150032,0
1994,37000,North Carolina,150582582,7187398,4444983,0
1995,37000,North Carolina,161486709,7344674,4918943,0
1996,37000,North Carolina,172816700,7500670,5144569,0
1997,37000,North Carolina,185687858,7656825,5480809,0
1998,37000,North Carolina,198667149,7809121,6665753,0
1999,37000,North Carolina,208586318,7949361,6752509,0
2000,37000,North Carolina,222325779,8081614,7403509,0
2001,37000,North Carolina,228555910,8210122,7652786,0
2002,37000,North Carolina,231900307,8326201,7256939,0
2003,37000,North Carolina,241851137,8422501,7144641,0
2004,37000,North Carolina,262024320,8553152,7552378,0
2005,37000,North Carolina,281572128,8705407,8738910,0
2006,37000,North Carolina,306618081,8917270,9386767,0
2007,37000,North Carolina,330170299,9118037,10758850,0
2008,37000,North Carolina,352222250,9309449,10990128,0
2009,37000,North Carolina,339555620,9449566,9311741,0
2010,37000,North Carolina,343348333,9571353,9214406,0
2011,37000,North Carolina,355826622,9642580,10009367,0
2012,37000,North Carolina,380160568,9722105,10338769,0
2013,37000,North Carolina,376392383,9803434,10798723,0
