QUARTER,GDP,GOV,NEWS,UNEMP,TB3,RDEF,MTR,ATR,MITR,AITR,ATR_PSZ,ATR_B90_PSZ,ATR_B50_PSZ,ATR_T10_PSZ,ATR_T05_PSZ,ATR_T01_PSZ,psoc,pfed,rinvfx,rnri,wgenofarm,hours
1948.5,0.013846,0.002219,0,3.8,1.05,-0.000159,0.185146,0.099578,0.180000,0.090229,0.23401,0.187415,0.179661,0.309268,0.341369,0.418796,0.095031,0.098674,10.44,8.1,36.736,127.97
1948.75,0.0138,0.002301,0,3.8,1.14,-0.000054,0.185146,0.099578,0.180000,0.090229,0.23401,0.187415,0.179661,0.309268,0.341369,0.418796,0.095031,0.098674,10.32,8.31,37.435,128.03
1949,0.013553,0.002402,0,4.7,1.17,0.000153,0.183195,0.095976,0.175000,0.086460,0.22476,0.186581,0.182561,0.287167,0.31755,0.389855,0.096479,0.09692,9.73,7.92,38.018,128.04
1949.25,0.01345,0.002505,0,5.9,1.17,0.000347,0.183195,0.095976,0.175000,0.086460,0.22476,0.186581,0.182561,0.287167,0.31755,0.389855,0.096479,0.09692,9.42,7.6,38.134,124.87
1949.5,0.013535,0.002506,0,6.7,1.0433,0.000391,0.183195,0.095976,0.175000,0.086460,0.22476,0.186581,0.182561,0.287167,0.31755,0.389855,0.096479,0.09692,9.4,7.23,38.549,123.28
1949.75,0.013345,0.002467,-0.007319,7,1.0767,0.000394,0.183195,0.095976,0.175000,0.086460,0.22476,0.186581,0.182561,0.287167,0.31755,0.389855,0.096479,0.09692,9.73,7.1,38.527,124.94
1950,0.013807,0.002416,0,6.4,1.1033,0.000466,0.202947,0.111384,0.196000,0.097577,0.248907,0.196446,0.190632,0.332286,0.368136,0.452855,0.10304,0.109065,10.35,7.3,39.641,125.99
1950.25,0.014152,0.002429,0.027381,5.6,1.1533,-0.000049,0.202947,0.111384,0.196000,0.097577,0.248907,0.196446,0.190632,0.332286,0.368136,0.452855,0.10304,0.109065,11.31,7.96,40.198,127.95
1950.5,0.014627,0.002371,0.617042,4.6,1.22,-0.000522,0.202947,0.111384,0.196000,0.097577,0.248907,0.196446,0.190632,0.332286,0.368136,0.452855,0.10304,0.109065,12.15,8.67,40.26,130.05
1950.75,0.014845,0.002498,0.401933,4.2,1.3367,-0.000519,0.202947,0.111384,0.196000,0.097577,0.248907,0.196446,0.190632,0.332286,0.368136,0.452855,0.10304,0.109065,11.9,8.66,40.453,131.4
1951,0.014985,0.002775,0.0128,3.5,1.3667,-0.00053,0.240779,0.131582,0.231000,0.115928,0.267152,0.208274,0.193504,0.362549,0.401269,0.485054,0.125742,0.130161,11.46,8.44,39.805,132.87
1951.25,0.01518,0.003085,0,3.1,1.49,-0.000066,0.240779,0.131582,0.231000,0.115928,0.267152,0.208274,0.193504,0.362549,0.401269,0.485054,0.125742,0.130161,10.93,8.55,40.298,134.25
1951.5,0.015427,0.003434,0,3.2,1.6033,0.000294,0.240779,0.131582,0.231000,0.115928,0.267152,0.208274,0.193504,0.362549,0.401269,0.485054,0.125742,0.130161,10.75,8.65,40.767,134.17
1951.75,0.015395,0.003609,0,3.4,1.61,0.00035,0.240779,0.131582,0.231000,0.115928,0.267152,0.208274,0.193504,0.362549,0.401269,0.485054,0.125742,0.130161,10.64,8.47,40.938,134.53
1952,0.015483,0.003667,-0.001402,3.1,1.5667,0.000314,0.260255,0.142595,0.251000,0.125566,0.266277,0.215389,0.197228,0.352004,0.386427,0.465321,0.137228,0.143446,10.77,8.5,41.215,135.48
1952.25,0.015454,0.003814,-0.012771,3,1.6467,0.000466,0.260255,0.142595,0.251000,0.125566,0.266277,0.215389,0.197228,0.352004,0.386427,0.465321,0.137228,0.143446,10.92,8.6,41.415,135.77
1952.5,0.015501,0.003841,0.002214,3.2,1.7833,0.000569,0.260255,0.142595,0.251000,0.125566,0.266277,0.215389,0.197228,0.352004,0.386427,0.465321,0.137228,0.143446,10.25,7.82,41.646,135.9
1952.75,0.015939,0.003917,0,2.8,1.8933,0.000472,0.260255,0.142595,0.251000,0.125566,0.266277,0.215389,0.197228,0.352004,0.386427,0.465321,0.137228,0.143446,11.03,8.52,42.647,137.01
1953,0.016168,0.003995,-0.019672,2.7,1.98,0.000445,0.257648,0.142718,0.249000,0.125756,0.265379,0.215377,0.19668,0.352109,0.388489,0.468334,0.134063,0.140972,11.47,8.99,43.265,137.14
1953.25,0.016235,0.004064,-0.011326,2.6,2.1533,0.000555,0.257648,0.142718,0.249000,0.125756,0.265379,0.215377,0.19668,0.352109,0.388489,0.468334,0.134063,0.140972,11.53,9.05,43.61,136.22
1953.5,0.016073,0.003976,-0.029827,2.7,1.9567,0.000492,0.257648,0.142718,0.249000,0.125756,0.265379,0.215377,0.19668,0.352109,0.388489,0.468334,0.134063,0.140972,11.54,9.26,43.868,135.56
1953.75,0.015754,0.003953,-0.002553,3.7,1.4733,0.000689,0.257648,0.142718,0.249000,0.125756,0.265379,0.215377,0.19668,0.352109,0.388489,0.468334,0.134063,0.140972,11.42,9.15,44.218,134.98
1954,0.015614,0.003848,0,5.3,1.06,0.000692,0.232879,0.134122,0.222000,0.112791,0.251113,0.206261,0.191506,0.328083,0.362397,0.440045,0.114054,0.123093,11.24,8.87,44.483,134.7
1954.25,0.015567,0.003736,0,5.8,0.79,0.000596,0.232879,0.134122,0.222000,0.112791,0.251113,0.206261,0.191506,0.328083,0.362397,0.440045,0.114054,0.123093,11.42,8.78,44.606,133.58
1954.5,0.015673,0.003658,-0.012929,6,0.88333,0.000492,0.232879,0.134122,0.222000,0.112791,0.251113,0.206261,0.191506,0.328083,0.362397,0.440045,0.114054,0.123093,11.88,9.02,45.077,132.17
1954.75,0.015901,0.003638,0,5.3,1.02,0.000421,0.232879,0.134122,0.222000,0.112791,0.251113,0.206261,0.191506,0.328083,0.362397,0.440045,0.114054,0.123093,12.14,8.99,45.662,132.31
1955,0.016285,0.003629,0.012239,4.7,1.2233,0.000256,0.241285,0.138679,0.228000,0.115937,0.258147,0.211709,0.196349,0.337486,0.366735,0.445333,0.119126,0.126759,12.63,9.15,45.917,134.57
1955.25,0.016483,0.003623,0,4.4,1.4833,0.000172,0.241285,0.138679,0.228000,0.115937,0.258147,0.211709,0.196349,0.337486,0.366735,0.445333,0.119126,0.126759,13.18,9.73,46.362,134.56
1955.5,0.016631,0.003643,0,4.1,1.8567,0.000147,0.241285,0.138679,0.228000,0.115937,0.258147,0.211709,0.196349,0.337486,0.366735,0.445333,0.119126,0.126759,13.47,10.23,47.151,136.96
1955.75,0.01665,0.00356,0,4.2,2.3367,0.000019,0.241285,0.138679,0.228000,0.115937,0.258147,0.211709,0.196349,0.337486,0.366735,0.445333,0.119126,0.126759,13.48,10.51,47.435,138.33
1956,0.016513,0.003569,0.002056,4,2.3267,0.000019,0.24455,0.142393,0.232000,0.119418,0.262009,0.21606,0.199363,0.340666,0.372278,0.458142,0.119118,0.12785,13.19,10.31,48.167,138.08
1956.25,0.016581,0.003659,0.001362,4.2,2.5667,0.000082,0.24455,0.142393,0.232000,0.119418,0.262009,0.21606,0.199363,0.340666,0.372278,0.458142,0.119118,0.12785,13.3,10.48,48.774,138.81
1956.5,0.016493,0.003598,0.006715,4.1,2.5833,0.000102,0.24455,0.142393,0.232000,0.119418,0.262009,0.21606,0.199363,0.340666,0.372278,0.458142,0.119118,0.12785,13.28,10.56,49.017,138.97
1956.75,0.016678,0.003677,0.001106,4.1,3.0333,0.000112,0.24455,0.142393,0.232000,0.119418,0.262009,0.21606,0.199363,0.340666,0.372278,0.458142,0.119118,0.12785,13.19,10.53,49.423,138.88
1957,0.016712,0.003754,0,3.9,3.0967,0.00016,0.246161,0.147297,0.232000,0.120438,0.263712,0.220223,0.203198,0.338978,0.370789,0.447437,0.115942,0.126838,13.19,10.61,49.718,139.14
1957.25,0.016607,0.00373,0.0051,4.1,3.14,0.000197,0.246161,0.147297,0.232000,0.120438,0.263712,0.220223,0.203198,0.338978,0.370789,0.447437,0.115942,0.126838,13.06,10.58,49.792,137.77
1957.5,0.016695,0.003747,0,4.2,3.3533,0.000229,0.246161,0.147297,0.232000,0.120438,0.263712,0.220223,0.203198,0.338978,0.370789,0.447437,0.115942,0.126838,13.19,10.81,50.006,137.51
1957.75,0.016447,0.003817,0.021445,4.9,3.31,0.000436,0.246161,0.147297,0.232000,0.120438,0.263712,0.220223,0.203198,0.338978,0.370789,0.447437,0.115942,0.126838,12.95,10.52,50.432,135.23
1958,0.015959,0.003755,0.001472,6.3,1.7567,0.000538,0.242933,0.145954,0.229000,0.119029,0.257839,0.217605,0.201217,0.325997,0.358418,0.440183,0.113553,0.124829,12.15,9.76,49.842,133.12
1958.25,0.016002,0.003859,0,7.4,0.95667,0.000724,0.242933,0.145954,0.229000,0.119029,0.257839,0.217605,0.201217,0.325997,0.358418,0.440183,0.113553,0.124829,11.8,9.34,49.955,132.44
1958.5,0.016304,0.003869,0,7.3,1.68,0.000633,0.242933,0.145954,0.229000,0.119029,0.257839,0.217605,0.201217,0.325997,0.358418,0.440183,0.113553,0.124829,11.97,9.2,51.143,132.34
1958.75,0.016608,0.00393,0,6.4,2.69,0.000607,0.242933,0.145954,0.229000,0.119029,0.257839,0.217605,0.201217,0.325997,0.358418,0.440183,0.113553,0.124829,12.71,9.54,51.299,135.47
1959,0.016848,0.003877,0.002998,5.8,2.7733,0.000462,0.252763,0.153667,0.236000,0.123276,0.268776,0.228031,0.211523,0.338553,0.370411,0.445188,0.117089,0.128574,13.49,9.84,51.713,136.37
1959.25,0.01719,0.003902,0,5.1,3,0.000344,0.252763,0.153667,0.236000,0.123276,0.268776,0.228031,0.211523,0.338553,0.370411,0.445188,0.117089,0.128574,13.93,10.14,52.064,137.87
1959.5,0.017086,0.003901,0,5.3,3.54,0.000482,0.252763,0.153667,0.236000,0.123276,0.268776,0.228031,0.211523,0.338553,0.370411,0.445188,0.117089,0.128574,14.1,10.46,52.097,137.54
1959.75,0.017076,0.003839,0,5.6,4.23,0.000452,0.252763,0.153667,0.236000,0.123276,0.268776,0.228031,0.211523,0.338553,0.370411,0.445188,0.117089,0.128574,13.91,10.42,52.276,136.79
1960,0.017391,0.003758,0,5.1,3.8733,0.000099,0.252969,0.158571,0.234000,0.122655,0.277167,0.238628,0.221171,0.344353,0.375491,0.451365,0.112188,0.126911,14.39,10.82,53.347,136.86
1960.25,0.017264,0.003782,0.005337,5.2,2.9933,0.0002,0.252969,0.158571,0.234000,0.122655,0.277167,0.238628,0.221171,0.344353,0.375491,0.451365,0.112188,0.126911,14.11,10.99,53.372,138.08
1960.5,0.017237,0.00388,0,5.5,2.36,0.00029,0.252969,0.158571,0.234000,0.122655,0.277167,0.238628,0.221171,0.344353,0.375491,0.451365,0.112188,0.126911,13.73,10.72,53.655,139.5
1960.75,0.01695,0.003913,0,6.3,2.3067,0.000401,0.252969,0.158571,0.234000,0.122655,0.277167,0.238628,0.221171,0.344353,0.375491,0.451365,0.112188,0.126911,13.67,10.66,53.534,138.21
1961,0.016997,0.003948,0.014231,6.8,2.35,0.000458,0.257659,0.15926,0.240000,0.124328,0.276654,0.238133,0.221179,0.34159,0.373186,0.459359,0.117039,0.132095,13.5,10.43,53.899,139.36
1961.25,0.017246,0.003957,0.056966,7,2.3033,0.000495,0.257659,0.15926,0.240000,0.124328,0.276654,0.238133,0.221179,0.34159,0.373186,0.459359,0.117039,0.132095,13.7,10.65,54.674,137.4
1961.5,0.017463,0.004014,0.006279,6.8,2.3033,0.000461,0.257659,0.15926,0.240000,0.124328,0.276654,0.238133,0.221179,0.34159,0.373186,0.459359,0.117039,0.132095,14.03,10.74,54.87,137.53
1961.75,0.017739,0.004093,-0.00176,6.2,2.46,0.000406,0.257659,0.15926,0.240000,0.124328,0.276654,0.238133,0.221179,0.34159,0.373186,0.459359,0.117039,0.132095,14.5,11.1,55.194,140.56
1962,0.017993,0.004166,0.003439,5.6,2.7233,0.000499,0.261266,0.161639,0.244000,0.125682,0.27603,0.244613,0.225373,0.331502,0.356716,0.42751,0.118835,0.135326,14.81,11.36,55.856,140.71
1962.25,0.018124,0.004184,0,5.5,2.7167,0.000493,0.261266,0.161639,0.244000,0.125682,0.27603,0.244613,0.225373,0.331502,0.356716,0.42751,0.118835,0.135326,15.26,11.7,56.023,141.78
1962.5,0.018227,0.004267,0,5.6,2.84,0.000472,0.261266,0.161639,0.244000,0.125682,0.27603,0.244613,0.225373,0.331502,0.356716,0.42751,0.118835,0.135326,15.38,11.85,56.257,141.51
1962.75,0.018223,0.004286,0,5.5,2.8133,0.000487,0.261266,0.161639,0.244000,0.125682,0.27603,0.244613,0.225373,0.331502,0.356716,0.42751,0.118835,0.135326,15.31,11.77,56.628,141.09
1963,0.018364,0.004258,0,5.8,2.9067,0.000386,0.266095,0.168302,0.247000,0.127598,0.28087,0.241099,0.227489,0.325171,0.350281,0.420512,0.117582,0.136866,15.49,11.75,57.01,141.53
1963.25,0.018544,0.00425,0,5.7,2.94,0.000323,0.266095,0.168302,0.247000,0.127598,0.28087,0.241099,0.227489,0.325171,0.350281,0.420512,0.117582,0.136866,16.2,12.12,57.193,141.74
1963.5,0.018836,0.004398,-0.011237,5.5,3.2933,0.000377,0.266095,0.168302,0.247000,0.127598,0.28087,0.241099,0.227489,0.325171,0.350281,0.420512,0.117582,0.136866,16.62,12.49,57.427,142.5
1963.75,0.018896,0.004377,0,5.6,3.4967,0.000361,0.266095,0.168302,0.247000,0.127598,0.28087,0.241099,0.227489,0.325171,0.350281,0.420512,0.117582,0.136866,17.16,12.9,57.924,143.83
1964,0.019243,0.004395,-0.007024,5.5,3.53,0.000459,0.238994,0.15458,0.221000,0.115149,0.267639,0.237584,0.229605,0.318841,0.343847,0.413515,0.099849,0.119626,17.81,13.22,57.504,143.62
1964.25,0.019412,0.004423,0,5.2,3.4767,0.000585,0.238994,0.15458,0.221000,0.115149,0.267639,0.237584,0.229605,0.318841,0.343847,0.413515,0.099849,0.119626,17.76,13.56,58.051,146.03
1964.5,0.019606,0.004437,0,5,3.4967,0.000484,0.238994,0.15458,0.221000,0.115149,0.267639,0.237584,0.229605,0.318841,0.343847,0.413515,0.099849,0.119626,18.05,14.02,58.684,145.8
1964.75,0.019603,0.004404,0,5,3.6833,0.000399,0.238994,0.15458,0.221000,0.115149,0.267639,0.237584,0.229605,0.318841,0.343847,0.413515,0.099849,0.119626,18.18,14.31,58.844,145.7
1965,0.02003,0.004394,0.00315,4.9,3.89,0.000267,0.22933,0.150503,0.212000,0.111845,0.267072,0.241608,0.232733,0.322556,0.347943,0.418851,0.092793,0.112767,19.01,15.27,58.908,148.21
1965.25,0.02025,0.004441,0.001946,4.7,3.8733,0.000274,0.22933,0.150503,0.212000,0.111845,0.267072,0.241608,0.232733,0.322556,0.347943,0.418851,0.092793,0.112767,19.54,15.85,58.924,149.47
1965.5,0.020594,0.004601,0.019116,4.4,3.8667,0.000489,0.22933,0.150503,0.212000,0.111845,0.267072,0.241608,0.232733,0.322556,0.347943,0.418851,0.092793,0.112767,20.07,16.45,59.372,150.2
1965.75,0.021008,0.004715,0,4.1,4.1667,0.000492,0.22933,0.150503,0.212000,0.111845,0.267072,0.241608,0.232733,0.322556,0.347943,0.418851,0.092793,0.112767,20.52,17.15,59.937,151.63
